,phi_0,phi_1,phi_2,phi_3,phi_4,phi_5,phi_6,phi_7,phi_8,phi_9,phi_10,phi_11,phi_12,phi_13,phi_14,phi_15,phi_16,phi_17,phi_18,phi_19,phi_20,phi_21,phi_22,phi_23,phi_24,phi_25,phi_26,phi_27,phi_28,phi_29,phi_30,phi_31,phi_32,phi_33,phi_34,phi_35
LOC105370802,-0.0018116699,0.0018729765,-0.004656036,-0.00017828884,0.002969837,0.0030127722,-0.0051823016,-0.007932221,-0.0006541986,0.0030335058,0.0010637096,-0.0010813548,0.007845066,-0.004147098,0.006910596,-0.00010318237,0.001357258,-0.00319988,-0.0025550073,0.00022634488,-0.0048107426,-0.002045156,-0.00073169166,0.0025698189,-0.0010730331,0.0014198805,0.0026212095,0.004482983,-0.001587805,0.00031046855,0.007889121,-0.001738946,0.0035889864,0.00074531353,0.0037160157,-0.009400036
LOC105371430,-0.0001879966,-0.00089679885,0.0006072522,-0.001040717,-0.0021129963,0.0010103243,-0.00071351836,-0.0019614263,0.00078634924,0.002503282,0.00073389575,0.0051440746,-0.00077098195,0.004070965,0.0039144703,0.0012537749,-0.0011923737,0.0044713,-0.0025900519,0.0045143953,0.0039743134,-0.000220554,-0.00077785697,0.00054041063,0.0005654537,-0.0022463421,-0.0018240982,-0.0008388486,0.0007698502,0.0012428375,0.0021998968,-0.0006528065,0.0003143676,-4.1226947e-05,0.0018740233,-0.0004302964
LOC105373383,0.0010492945,-0.002016501,0.0017693611,0.0017719389,0.00093995215,-0.00031267575,0.0014074717,0.0033400715,-0.00038545235,-0.0020328974,-0.0023651894,-0.0004447593,-0.003974258,-0.0025378098,-0.0011820698,-0.0007187347,-0.0022495652,-0.00093772094,-0.0024749776,-0.0017228825,0.0014149402,0.0073152357,-0.0043633073,0.0033302314,0.0022436667,0.002807817,0.00034884032,-8.134208e-05,-0.0014400939,0.0020936746,-0.0038893542,0.003118419,0.0022695917,-0.0017656096,-0.0012940145,0.0030714006
LOC105374313,-0.0015755113,-0.0003879002,-0.0007544429,0.00030777545,0.0015605196,-0.0012662688,0.0011270444,-0.00076273415,0.002008796,0.00088078383,0.0024564469,0.0023266159,-0.00072474004,0.00039744558,0.0011277527,0.0022321052,0.0011871234,-0.00072066643,0.0039237007,0.002841771,-0.0031520454,0.0027221316,-0.0011096998,-0.00084677665,0.0027832196,-0.0023956362,0.00086192443,-0.0023530119,-0.002794237,0.0033543834,0.0040939013,0.0018338688,-0.0022317707,0.0015774857,-0.0014502287,-0.00026635596
LOC105375304,-0.0012988887,-0.0012370571,-0.0010653154,0.001138059,-0.0008076932,-0.0002627444,-0.0016050411,-0.0017240001,4.0932373e-05,0.001486015,-0.0026239087,-0.003217353,-0.0008194188,0.003902412,-0.0024149271,-0.000501308,-0.0013075743,-0.00056708377,-0.0022373053,0.002192038,-0.0037739347,-0.002848898,0.0015920375,0.0024801928,-0.0025661518,0.0039675524,-0.0015759196,0.0009880174,-0.0006322094,6.5854156e-06,-0.0016620856,-0.0004682198,-0.00018882302,-9.1282855e-05,-0.0034354907,-0.0015165489
LOC105375744,-0.00010168075,0.0025044014,-0.000452805,0.0009435393,0.0033769396,0.0010188214,0.00078370573,-0.00041992991,0.0017087264,-0.0042059626,-0.0015875784,0.0011736135,0.003941746,0.0023401594,-0.002469657,0.00018274691,-0.0012687227,-0.0035424996,-0.0032585138,0.0017873994,0.003204969,0.0003424473,-0.0014325364,-0.00058735267,4.303917e-05,0.004155375,0.001885168,0.0022525198,-0.00042323695,-0.00240896,-0.00043275155,0.00029571366,-0.0033845224,0.00020905501,0.0015429712,0.0021795412
LOC105376975,0.0004938716,0.0008722055,0.0002936011,-0.0010029009,0.00043914013,0.0013541887,-0.0011572057,-0.0009649337,0.00049211,0.00041161402,0.0017883354,0.0006926092,0.0020640872,-0.0018621973,0.00075281627,-0.0016199383,-0.0015813499,0.0004523121,-0.00212379,0.0014096273,-0.0008178506,-0.0018634923,-0.0022577283,-0.0013138225,0.0012526789,0.0014813152,-0.0017187926,-0.002825226,-0.00043642437,-0.00018842758,0.0007213405,-0.0016551168,7.395725e-05,-0.00093963364,-0.00062545843,-0.0014823173
LOC105379443,0.00084216526,-0.00017137222,-0.0012743147,0.000100085395,0.0008796386,0.00033999496,-1.7645438e-05,0.00145904,-0.0011008852,0.0016598954,-0.00021038378,-0.00052672887,-0.00016457337,-0.0001883788,1.746822e-05,-2.2924594e-05,0.0018126884,0.0006291461,0.0014717315,-0.0029794958,-0.0012360857,0.001483503,0.00054162875,-0.0017637328,-5.528158e-05,-0.0032100384,-0.00038820837,0.0023406467,0.00018830298,0.00032727583,0.00033029774,0.0003490636,0.0022353297,-0.00047467317,-0.0028973494,-0.002151962
LOC107984703,0.0021253852,-0.0008137107,0.002967259,0.0045505627,0.0040407307,0.00032539104,0.0009291402,0.00043014414,-0.001529287,-0.002708398,-0.00365958,-0.0043207305,0.0015662515,-0.0013948288,0.004702927,0.00022081472,0.001474986,0.0019516771,-0.0015074108,0.0042218096,-0.003438454,-0.0014382139,0.0031938555,0.0020182987,0.000284664,0.0031753099,0.000742724,0.0005427042,0.0016639532,-0.0042177844,-0.0032332502,-0.0006381002,0.001111152,-0.00087429717,-0.0022138047,0.0016134948
LOC145845,-0.0023104928,-0.0010668116,-0.0006224259,0.0010591812,0.0005993698,-0.0022319972,0.00053607783,0.000115398,0.0011947879,-0.00081568,-0.00022985827,0.0017582286,0.0003125674,-0.0021816315,-0.001014004,0.002519781,-0.0010337378,-0.0016770851,0.00020169762,-0.0023754244,0.0010749229,0.0024162256,0.0012493504,0.00079308904,0.00014357975,-0.002724244,0.0011144993,0.003975025,-0.003200524,-0.0010521266,-0.00025872598,-0.0021429062,0.0014501929,0.0023336278,0.0007811897,-0.00018395632
LOC285762,-0.0017169012,0.0012250061,-0.0036697367,-0.0019553807,-0.0010213959,0.0021084915,-0.0027348134,-0.003493461,0.00034275558,-0.0011913541,0.0013661439,-0.0002199162,0.0017420262,-0.0014348988,0.00030991595,-9.076579e-05,-0.0011802671,0.0002478285,-0.0013722047,0.0012955342,-0.001746694,-0.001313062,0.0004206457,0.002300519,-0.0005137554,0.0018219056,-0.0009000996,-0.0013303562,-0.0009005089,-0.003105356,0.00025523477,-0.00081597595,-0.002148374,-0.00046767935,0.0012025018,-0.0011097667
LOC285766,-0.0008047121,0.0009535595,-0.00020053961,0.00067399227,0.0007640574,0.00079034833,-0.0016792403,-0.0005978772,-0.0020406775,0.0006887337,-0.0009196661,-6.554508e-05,0.0010597636,-0.0016132391,0.0013103395,-0.0028893861,-0.00091401505,-0.0013771988,-0.003954976,0.004396811,-0.0004598383,-0.0030347526,-0.0007786748,0.00033977765,0.00090144615,0.002363443,-0.0018548279,-0.00051146577,-0.00016412055,-0.0011750641,0.0011863223,-0.0016348875,-0.0022956876,-0.0005560079,-0.00094700826,-0.00061679125
LOC285819,-0.00097063684,-0.0012324875,0.0026325264,-0.00027244928,-0.00023178603,-0.00062132877,0.004108254,-0.00051214045,-0.0015448175,0.0025743025,-0.0006936389,0.0008741101,-0.001279032,-0.0016094507,-0.0003993133,0.00026800408,0.0014593725,0.0038503117,0.0030295155,-0.00029808073,0.0033544037,0.0021011687,0.0014073709,-0.0022589422,0.0022356233,-0.005055969,0.00046131917,0.0022337749,-0.00015747949,0.002345198,0.000108966866,0.0009248369,-0.000118634314,-0.00091666175,0.0025087167,0.0011223104
LOC285847,-0.00040976694,0.0003681064,-0.0010588423,-0.0020474144,0.002807639,0.0004430922,-0.0015575001,-0.00046868328,-0.0012202029,-0.0013910721,-0.0024976477,-0.00045941956,0.00025651595,0.0031957864,0.001392909,0.00024121066,0.0001911331,0.0016990555,-0.0030598026,0.0012201351,0.001355922,-0.00015225001,-0.0031735082,-0.0013229663,-0.0005940266,-0.0038578412,-0.000775309,0.0011854914,-1.2095294e-05,0.002173193,0.0034075205,-0.0022894468,0.00026933706,-0.0007737608,-0.00023409046,-0.0016897054
LOC339166,-0.0013733768,-0.0016454619,0.0021820161,0.0017089788,0.00306642,-0.0026489925,0.0003516759,0.00040997213,-0.0025684137,0.00078925316,-0.0030893353,-0.002795465,-0.0060249493,-0.0003625928,0.00033379815,-0.0026062785,-0.00036289776,0.0030524828,-0.0010651455,0.003020775,-0.0011034088,0.0019998949,0.0034730344,0.0044905357,0.00050366216,0.0029305723,0.0008038768,0.0030827112,0.0009813476,0.0056046266,0.0020018544,0.0028638602,0.0025763733,-0.0037512423,-0.0038070572,-0.0032718293
LOC339862,0.0021757686,0.006998053,-0.010113744,-0.0038566252,-0.000644994,0.016050458,-0.005623119,-0.013131479,0.004029566,-0.0012078526,0.004258679,-0.000614457,0.010230653,-0.0006665652,0.008304882,0.002718984,-0.002319249,-0.00023723551,-0.010473104,-0.0005605853,-0.0070364806,0.00029528685,0.0017372532,-0.00020725609,0.002037337,-0.001519308,-0.0021360363,0.0027559118,-0.0026882805,-0.0042123757,0.026117016,-0.01051512,-0.002646361,0.0005868883,0.006070652,-0.027668538
LOC400627,0.0010309707,-0.0013546516,-0.0008380305,0.00014473508,0.0012442337,0.0014117481,0.00093925954,-0.0011294249,-0.0017478266,0.0043008216,-0.00055943854,-0.00015838644,0.00024811362,-0.0012077915,0.0013228179,-0.002235836,0.0006538653,-0.00047515886,-0.0021274472,-0.0006533462,0.0010006378,-5.4204113e-05,0.00052529445,-0.0007308622,0.00088044937,-0.001645121,-0.0012577294,-0.00041128692,0.0018358742,-0.00029421414,0.0009816804,0.0016891977,-0.00012221579,0.0006193802,-0.0024285929,-0.00027051434
LOC442132,0.001132781,-0.0044620954,0.0020618404,0.0018194002,-0.0018541892,-0.002096235,0.0037881576,0.0027087298,0.0006657783,0.002985315,0.002026085,0.0020173923,0.0010303046,-0.0015322423,-0.0023095594,0.0008399974,0.0008431499,-0.00091632304,0.0006559692,-0.0041547036,0.0021213451,0.003912821,-0.00041718897,-0.0035450337,0.0010877182,-0.00661393,-0.0003704314,0.0007466292,-0.0012856802,-0.002387719,-0.000994752,-0.00060256646,0.00062236656,0.0019410426,1.3080769e-05,0.0030299388
LOC574538,0.00038451716,0.0005024828,-0.0021030088,-0.0011875953,0.00024229729,0.0010786495,0.0001084218,-0.0019611556,-0.00012789402,0.0020267575,-0.0008027073,-0.0001293482,-0.00010033841,-0.0033578547,0.00016338097,-0.0027020513,0.000114707065,-0.00034875592,-0.0021763318,0.00012992887,-0.0007802804,-3.6851834e-05,-0.0014748278,-0.0029866297,0.0015176199,-0.0016547425,-0.0012479537,0.0016007792,-0.0001622806,0.00067477894,0.0019228141,-0.0012601273,-0.0005851092,0.00055119843,-0.0013517705,-0.0020221958
LOC643542,0.0006790951,-1.2435624e-05,0.0012240896,0.00047029855,3.601896e-06,0.0021286083,-0.00022890184,0.00048239567,-0.0005081484,-0.00048975606,-0.0007662739,0.00023704895,0.0007621046,-0.00088315964,0.00094702916,-0.00036841966,-0.00013218795,-0.00088235346,-0.0017592154,0.0006649655,0.0018513935,0.00044376042,0.00029010864,-0.0004413851,0.0006141657,-0.0013030348,-0.0006397519,0.0054880325,-0.0012915531,0.002084013,0.0005553301,-0.0022124385,0.0013339833,-0.00046485176,-0.00072572404,0.00053296244
LOC728755,0.0006420578,0.0010275497,-0.004423587,-0.003864198,0.00016057919,0.009706645,-0.0035184529,-0.008732277,0.0007408523,0.0055521,-0.0006067277,-0.0014241859,0.0036431125,-0.0017862973,0.006719912,-0.0022274829,-0.00090344925,-0.0026376657,-0.0076971306,0.002878734,-0.00754808,-0.004618648,0.0013715319,0.0036613846,-0.0028582872,-0.0026358743,-0.0017426689,0.0011127832,-0.0006148051,0.00041476093,0.016706364,-0.0065819495,0.0027408104,0.0032187449,0.002252681,-0.018741831
LONRF2,0.00019963608,0.00011124462,-0.0028334786,-0.0019808568,0.00040413812,0.0010979387,-0.0007559879,-0.0010228851,0.0038950308,-0.0021449756,0.0029737002,-0.00237138,0.0036876847,-0.003053532,-0.0022923555,0.0012753841,-0.0010410416,0.0002675971,-0.0013295796,-0.0038686579,-0.0026544682,-0.00067358563,-0.00212599,0.0030605176,-0.0013732791,-0.0008624245,-0.000548446,-0.0009873948,0.00064628664,2.5900856e-06,-0.00010006745,-0.00016716747,-0.0017434203,-0.0012927166,0.0003153169,-0.0011853074
LPAR5,5.6011973e-05,-0.0014979263,-0.00017877959,0.00013040821,-0.00088478456,-0.0008188257,0.0002563386,0.0015409767,0.0019434259,0.0035861977,-0.003973937,-0.004935069,0.0014316816,-0.0010380923,-2.5255194e-05,0.000638312,-0.0042736256,-0.005382736,0.002153117,-0.002278781,-0.0011892397,0.001380453,0.0048629157,-0.0005151014,-0.0007280004,-0.0015718486,-0.0011922615,-0.0003645064,0.0026119913,-0.0010813464,-0.002797007,0.0010088473,-0.0007102287,-0.0012608062,0.0012647931,-0.0027980856
LPP,-0.004683698,0.008185495,-0.009450245,0.0032656156,0.012614759,0.007971693,-0.008203072,-0.012229191,-0.001825565,0.0032629804,-0.010176081,-0.0030792204,0.012506208,-0.00076284865,0.015303897,-0.007203786,-0.0040798923,-0.0005734864,-0.010955791,0.00032713954,-0.012183556,0.0018068227,-0.0035859395,0.0014042726,0.0011730276,0.0045631705,0.010168976,0.015634235,-0.003926914,0.018416435,0.009857449,-0.011256415,0.0040806993,0.002050959,-0.007990601,-0.015553683
LRCH2,0.003151379,0.0034646827,-0.0036692475,-0.0022783899,0.006526152,0.007477585,-0.005812015,-0.003804089,6.229067e-05,-0.0004151626,-0.0009961675,-0.002095366,-8.494876e-05,0.004040478,0.008457542,-0.003860466,0.0010863037,-0.0052656545,-0.0040825168,0.0015918337,-0.0042924443,-0.0031256126,-0.0063543576,0.004093773,-0.004385397,-0.0015516185,0.0005609421,0.0013940565,0.0015418269,0.0018983203,0.011129074,-0.011011478,-0.006013714,0.0024772782,0.0022649071,-0.007691756
LRFN5,-0.001691882,0.006451335,-0.0028906881,0.00029459517,0.002446834,0.0056838533,-0.005271642,-0.00657952,-0.00093612436,-0.00041570124,-0.00220729,0.0035616946,0.006674935,0.00044042367,0.00982365,-0.0006253482,-0.0024315477,-0.0012522313,-0.004133995,6.1082166e-05,-1.9207617e-05,0.0013814266,-0.0038421159,0.0029028517,-0.0023639454,0.002439335,0.003030887,0.005054359,-0.001183839,0.0030560335,0.0038965791,-0.003997273,0.0017178381,-0.0035009347,-0.003678133,-0.004694326
LRIG1,0.0015674094,0.0061741434,-0.0061653475,-0.00020823968,0.0038455892,0.010716966,-0.008420314,-0.009044333,-0.00021463654,0.0033618012,0.003925425,0.0012388823,0.010675259,-0.00084368745,0.01025909,-0.0033468923,0.00073413656,-0.00040320266,-0.0071718423,0.00048706259,-0.009515078,-0.0020693892,0.0044794613,0.0042020855,-0.0025070508,-0.000873876,-0.0015280036,0.009843921,-0.00024363541,-9.647819e-05,0.01661428,-0.010410141,-0.00039262103,-0.0020382442,0.000620445,-0.017477894
LRIG3,-0.0036635555,0.0029127076,-0.0043339627,-0.00024138321,0.00448564,-0.0025412103,-0.0009180197,-0.003019286,0.0011062896,-0.002421066,0.00068342895,-0.0020880606,0.0044210413,-0.0035583503,0.008072824,0.0015596426,-0.003595364,3.7914285e-06,-0.005839317,-0.0018260401,-0.009710823,-0.00022200466,0.0014299132,-0.001332911,-0.0055534495,0.0002695772,0.0064017316,0.004436658,0.00076853874,0.012623268,-0.003045036,-0.0031245016,-0.0010391742,-0.00087110576,-0.009618545,0.001811472
LRMP,-0.00082743814,-0.0016142643,0.00029173814,-0.00020006724,-0.0007400994,-0.002387518,0.0009789375,0.0012787812,0.0018156739,-0.0013006148,0.000600102,3.587807e-05,0.0011546827,-0.0013789149,-0.0015722781,0.0024953305,0.00016510674,-0.00012321549,0.0012015795,-0.0040278505,0.00015850586,0.0025207587,0.00023039419,5.4445813e-06,-0.0011656107,-0.002186553,-0.0002717412,0.0017908079,-0.0019446105,-0.0014948787,-0.002198166,-0.00075298233,-0.0013868131,0.001583294,0.00075981213,0.0007053871
LRP1B,-0.004568215,0.0028756591,-0.0019982653,0.0027351037,0.0023431166,-0.00441648,-0.0010125806,-0.0017207944,-0.0059593003,0.0025758755,-0.003342117,-0.00051171036,0.0035934548,0.000426717,0.005187503,-0.005392966,-0.001973691,-0.004071622,-0.0074261934,-0.0008891375,-0.006605473,-0.00061723025,0.0016238452,0.0008080043,0.0018496882,0.009099375,0.0034234812,0.009992029,0.0005248098,0.012207223,-0.004722487,-0.006465343,0.0005552436,0.0017284618,-0.003968478,-0.0012438439
LRRC4C,-0.0060712574,0.0037150914,-0.006295861,0.0022865532,0.0057326364,7.111478e-05,-0.0052927923,-0.0093362415,-0.0006762453,0.004167523,-0.0017027487,-0.0023342741,0.0050396603,-0.00525593,0.008853129,-0.0035014045,-0.0018334067,-0.0024557377,-0.008672883,-0.001276154,-0.014438686,0.00069810025,0.009707013,0.0056566414,0.0017789628,0.0063459934,0.0011180044,0.016489778,-0.0033900347,0.010252235,0.014926834,3.2660835e-05,-0.0012840102,0.0028533083,-0.0016203903,-0.011913783
LRRC7,-0.0032935364,0.0027115608,-0.0037500164,0.00016159975,0.0007613346,0.00034516217,-0.0001608422,-0.004437207,0.00012179523,-0.00065989606,-0.00075324136,-0.002274312,0.0034424278,0.003582367,0.0020811171,-0.0004297096,-0.004138252,-0.0015400926,-0.0067836666,0.0005839778,-0.0031435336,-0.0025465242,-0.0033668522,0.0019629463,-0.0022618752,0.002237452,-0.00047714115,0.0007322238,0.0025949301,0.00096509897,-0.0008763801,-0.0039658854,-0.0030980327,0.00040956924,0.00038195433,-0.0023880878
LRRC74B,0.001232738,-0.0033961625,0.0019505256,0.002728907,0.0009984144,0.0026027714,0.0019199691,0.0013628985,0.01086592,0.0052057253,-0.006929991,0.0057626306,-0.0058552627,-0.015119335,0.0033710813,-0.006092989,0.0003555231,0.0030876505,-0.004104091,-0.0015222528,0.0040518395,-0.0042704553,-0.0061208275,-0.0005643314,0.004165851,0.00068817823,-0.0013661749,-0.003936178,-0.0053636576,0.0065469984,-0.00024843175,0.0025818418,0.004135114,0.0025486865,0.0002613065,0.0015161728
LRRTM4,0.010157648,0.0065678423,-0.009057264,-0.0019512954,0.0011860518,0.02263022,-0.006772731,-0.011781898,0.0016265432,0.0070706015,0.009653744,-0.0006708842,0.0026648398,0.0031127129,0.013738818,-0.0011153385,0.0045506074,-0.00082368735,-0.005978248,-0.008270384,-0.017515076,-0.00043034652,0.0013613363,-0.0009109777,3.4967998e-05,-0.0015456686,-0.0050681788,0.0038285542,0.008802081,-0.0077075358,0.031666785,-0.006530416,-0.0028250671,0.0026717042,-0.004193432,-0.034868285
LSAMP,-0.000582339,0.0061298874,-0.006620086,-0.0040135523,0.008026372,0.0105126165,-0.006945262,-0.010948889,-0.0004236707,0.0071528177,0.0030571732,-0.002023507,0.012737318,-0.0010290834,0.012275806,-0.0001429099,-0.0003721589,-0.0047687697,-0.011204285,-0.0009047886,-0.011199222,7.22755e-05,-0.0010682725,-0.005263672,0.00027880076,-0.00473018,0.0030143943,0.008508787,0.00051566726,0.0071557024,0.01680638,-0.0151905175,-0.001076763,-0.0025917632,-0.004278669,-0.02274694
LTBP1,-0.0006702519,0.009207186,-0.0076394994,-0.0014391999,0.0049007367,0.008114473,-0.007642899,-0.010538916,-0.0003632271,-0.00015610151,0.0028307172,0.0027942068,0.008238624,-0.00048245574,0.011960897,-0.0027531062,-0.002618798,-0.0020026094,-0.008302511,-0.0017993213,-0.00997303,-5.1296225e-05,0.0076724817,0.00085889886,-0.0015723567,0.0063321562,0.0018901209,0.010487428,-0.0021176538,0.0064049573,0.016461728,-0.0114310095,-0.00573363,0.0029050815,-0.008277079,-0.013299182
LUM,-0.00031823223,0.00086173974,-0.0021042137,-0.00017289189,0.0009934689,-0.0032260516,-0.0013395338,0.001469227,-0.0029860951,-0.0012441354,-0.0038787872,0.005108623,0.0037253464,0.0012342068,0.0036043285,0.0064397273,-0.012358187,0.0127282385,0.008145152,-0.0018647601,-0.005459365,-0.002973496,-0.008651327,-0.0019536272,0.0024317899,0.00035050872,0.0049500437,0.011815074,-0.00833887,0.0035230657,-0.0024026101,-0.0050958716,-0.004263711,-0.000320244,0.0002679519,0.0059763314
LUZP2,-0.0017625411,0.0031471902,-0.0046946467,0.0012009725,-0.0016083122,0.009118075,-0.0048363726,-0.009085629,-0.0013887329,-0.0014401837,-0.0031995592,-0.0066920724,0.006372094,-0.003992394,0.010165854,0.00025108544,0.0035493402,0.002756082,-0.0074471724,0.0038765299,-0.0063105123,-0.0010948165,0.0036557443,0.00019287475,0.0013670257,0.004048616,-0.0013485526,0.004611721,-0.0045406516,-0.0016926657,0.019271197,-0.006731305,3.9524864e-05,0.00061736593,0.0009500312,-0.019003166
LY96,0.0017947952,0.0014051811,-0.0013782177,-0.001583954,0.00033189848,0.0027912972,-0.002722845,0.0002465381,-0.00091971026,-0.0016319524,8.024127e-05,-0.001966667,0.0010752218,0.00061260106,0.0014267828,-0.0023002273,-0.00072545,-0.00070239656,-0.00206858,0.001686527,-0.0029213068,-0.004098876,-0.00075341,0.001076556,-0.0008315276,0.0029851869,-0.0015669236,-0.0027031885,7.434201e-05,-0.0015589104,0.00013591378,0.0033501459,0.00228088,-0.0024894085,-0.00023515537,-0.00094180024
LYPD3,0.0033297269,-9.09416e-05,-8.904055e-05,-0.0016647861,-0.0009301585,0.0018100729,-0.002272515,0.0017246776,0.0008452335,-0.00027169703,0.0017704343,-0.0011960801,0.0022710222,0.0016997518,-0.0005529199,-0.0013246402,0.0005383448,-0.0015955524,0.0012291471,-0.00081170077,-0.0019661542,-0.0014222863,-0.0012335728,0.002062876,0.00011228159,0.002160666,-0.0021445323,-0.0022875783,0.00066637923,-0.0020118435,-0.001958995,-0.0014434266,0.00035177486,0.0022871762,-0.0014983118,-0.0017670409
MACROD1,-0.0008188481,0.0016255329,-0.0017840832,-0.0010706818,6.9131645e-05,0.0045515597,-0.002843758,-0.0049489606,3.421348e-05,0.0017186758,-0.0012446345,-0.00058240775,0.00509686,-0.0033813978,0.0024139767,-0.0017894545,-0.0034642252,-0.003803497,-0.00012612603,0.0029821468,-0.0015762695,0.0008602661,-0.002857438,-0.00046313214,-0.0059454613,0.0018498383,-0.0021848108,0.0025150115,0.0014513445,-0.0030950052,0.007445186,-0.0038622261,0.0013917595,0.0029918011,-0.0038418458,-0.008758568
